STT,Ngày,Mã,"Tham
 chiếu","Mở 
cửa","Đóng
 cửa","Cao
nhất","Thấp
 nhất","Trung
 bình",Thay đổi giá,,GD khớp lệnh,,GD thỏa thuận,,Tổng giao dịch,,"Vốn hóa
 thị trường"
,,,,,,,,,+/-,%,KL,GT,KL,GT,KL,GT,
217,14/07/2025,VIX,"15,850 ","15,850 ","15,800 ","15,900 ","15,350 ","15,707 ",(50),(0.32),"46,475,900 ","729,446,380,000 ","3,065,000 ","48,761,750,000 ","49,540,900 ","778,208,130,000 ","24,196,591,756,400 "
218,11/07/2025,VIX,"15,600 ","15,600 ","15,850 ","16,100 ","15,450 ","15,763 ",250 ,1.60 ,"50,644,800 ","798,394,450,000 ","860,000 ","13,015,000,000 ","51,504,800 ","811,409,450,000 ","24,273,163,249,300 "
219,10/07/2025,VIX,"15,550 ","15,650 ","15,600 ","15,750 ","15,200 ","15,511 ",50 ,0.32 ,"46,300,600 ","718,325,975,000 ","265,000 ","3,872,500,000 ","46,565,600 ","722,198,475,000 ","23,890,305,784,800 "
220,09/07/2025,VIX,"15,150 ","15,300 ","15,550 ","16,000 ","15,300 ","15,612 ",400 ,2.64 ,"60,326,700 ","941,779,045,000 ","800,000 ","11,755,000,000 ","61,126,700 ","953,534,045,000 ","22,679,879,840,150 "
221,08/07/2025,VIX,"14,850 ","14,850 ","15,150 ","15,200 ","14,750 ","15,013 ",300 ,2.02 ,"55,672,600 ","835,266,690,000 ","165,000 ","2,310,000,000 ","55,837,600 ","837,576,690,000 ","22,096,474,570,950 "
222,07/07/2025,VIX,"14,550 ","14,750 ","14,850 ","15,200 ","14,550 ","14,879 ",300 ,2.06 ,"69,939,100 ","1,041,196,075,000 ","240,000 ","3,359,200,000 ","70,179,100 ","1,044,555,275,000 ","21,658,920,619,050 "
223,04/07/2025,VIX,"14,150 ","14,300 ","14,550 ","14,800 ","14,300 ","14,478 ",400 ,2.83 ,"74,330,400 ","1,075,607,735,000 ","2,538,200 ","35,714,436,200 ","76,868,600 ","1,111,322,171,200 ","21,221,366,667,150 "
224,03/07/2025,VIX,"13,650 ","13,700 ","14,150 ","14,600 ","13,600 ","14,194 ",500 ,3.66 ,"125,401,100 ","1,779,237,105,000 ","800,000 ","10,372,500,000 ","126,201,100 ","1,789,609,605,000 ","20,637,961,397,950 "
225,02/07/2025,VIX,"12,800 ","12,800 ","13,650 ","13,650 ","12,800 ","13,377 ",850 ,6.64 ,"120,961,800 ","1,616,714,400,000 ","2,776,000 ","33,428,600,000 ","123,737,800 ","1,650,143,000,000 ","19,908,704,811,450 "
226,01/07/2025,VIX,"12,750 ","12,900 ","12,800 ","12,900 ","12,650 ","12,780 ",50 ,0.39 ,"25,903,800 ","331,212,615,000 ","2,322,000 ","30,560,400,000 ","28,225,800 ","361,773,015,000 ","18,668,968,614,400 "
227,30/06/2025,VIX,"12,700 ","12,900 ","12,750 ","13,000 ","12,750 ","12,853 ",50 ,0.39 ,"19,153,200 ","246,238,545,000 ","200,000 ","2,647,100,000 ","19,353,200 ","248,885,645,000 ","18,596,042,955,750 "
228,27/06/2025,VIX,"12,700 ","12,850 ","12,700 ","12,900 ","12,650 ","12,747 ",0 ,0.00 ,"16,828,200 ","214,570,375,000 ",0 ,0 ,"16,828,200 ","214,570,375,000 ","18,523,117,297,100 "
229,26/06/2025,VIX,"12,850 ","12,800 ","12,700 ","12,850 ","12,600 ","12,719 ",(150),(1.17),"17,666,900 ","224,801,690,000 ","200,000 ","2,601,600,000 ","17,866,900 ","227,403,290,000 ","18,523,117,297,100 "
230,25/06/2025,VIX,"12,900 ","12,950 ","12,850 ","13,000 ","12,800 ","12,885 ",(50),(0.39),"21,455,400 ","276,424,555,000 ",0 ,0 ,"21,455,400 ","276,424,555,000 ","18,741,894,273,050 "
231,24/06/2025,VIX,"12,450 ","12,700 ","12,900 ","13,100 ","12,650 ","12,877 ",450 ,3.61 ,"53,372,200 ","687,020,005,000 ","250,000 ","3,200,850,000 ","53,622,200 ","690,220,855,000 ","19,755,445,168,200 "
232,23/06/2025,VIX,"12,550 ","12,450 ","12,450 ","12,500 ","12,150 ","12,344 ",(100),(0.80),"22,294,700 ","275,196,755,000 ","3,100,000 ","39,990,000,000 ","25,394,700 ","315,186,755,000 ","18,158,489,003,850 "
233,20/06/2025,VIX,"12,450 ","12,550 ","12,550 ","12,700 ","12,500 ","12,566 ",100 ,0.80 ,"14,686,900 ","184,655,065,000 ","1,000,000 ","13,160,000,000 ","15,686,900 ","197,815,065,000 ","18,304,340,321,150 "
234,19/06/2025,VIX,"12,600 ","12,600 ","12,450 ","12,600 ","12,400 ","12,482 ",(150),(1.19),"15,391,600 ","192,150,485,000 ",0 ,0 ,"15,391,600 ","192,150,485,000 ","18,158,489,003,850 "
235,18/06/2025,VIX,"12,500 ","12,750 ","12,600 ","12,800 ","12,550 ","12,673 ",100 ,0.80 ,"22,702,900 ","287,689,895,000 ","11,600,000 ","142,525,000,000 ","34,302,900 ","430,214,895,000 ","18,377,265,979,800 "
236,17/06/2025,VIX,"13,300 ","13,350 ","13,150 ","13,400 ","13,100 ","13,215 ",(150),(1.13),"27,625,800 ","364,885,195,000 ","9,500,000 ","126,350,000,000 ","37,125,800 ","491,235,195,000 ","19,179,448,224,950 "
237,16/06/2025,VIX,"13,000 ","12,900 ","13,300 ","13,300 ","12,900 ","13,111 ",300 ,2.31 ,"23,979,700 ","314,551,730,000 ",0 ,0 ,"23,979,700 ","314,551,730,000 ","19,398,225,200,900 "
238,13/06/2025,VIX,"13,400 ","13,150 ","13,000 ","13,250 ","12,800 ","12,925 ",(400),(2.99),"65,948,900 ","858,563,590,000 ","50,000 ","660,000,000 ","65,998,900 ","859,223,590,000 ","18,960,671,249,000 "
239,12/06/2025,VIX,"13,300 ","13,400 ","13,400 ","13,550 ","13,350 ","13,472 ",100 ,0.75 ,"26,886,400 ","361,978,855,000 ","539,000 ","7,529,900,000 ","27,425,400 ","369,508,755,000 ","19,544,076,518,200 "
240,11/06/2025,VIX,"13,200 ","13,350 ","13,300 ","13,500 ","13,200 ","13,351 ",100 ,0.76 ,"23,927,500 ","319,483,490,000 ","3,500,000 ","46,550,000,000 ","27,427,500 ","366,033,490,000 ","19,398,225,200,900 "
241,10/06/2025,VIX,"13,150 ","13,150 ","13,200 ","13,450 ","13,150 ","13,314 ",50 ,0.38 ,"38,515,700 ","512,938,155,000 ","200,000 ","2,800,000,000 ","38,715,700 ","515,738,155,000 ","19,252,373,883,600 "
242,09/06/2025,VIX,"13,550 ","13,550 ","13,150 ","13,650 ","13,100 ","13,381 ",(400),(2.95),"37,896,600 ","505,997,970,000 ","995,300 ","13,287,490,000 ","38,891,900 ","519,285,460,000 ","19,179,448,224,950 "
243,06/06/2025,VIX,"13,850 ","13,800 ","13,550 ","13,850 ","13,450 ","13,643 ",(300),(2.17),"47,686,000 ","650,846,705,000 ","7,013,000 ","100,205,900,000 ","54,699,000 ","751,052,605,000 ","19,762,853,494,150 "
244,05/06/2025,VIX,"14,100 ","14,100 ","13,850 ","14,200 ","13,700 ","13,887 ",(250),(1.77),"50,710,300 ","704,589,580,000 ","5,397,000 ","78,654,200,000 ","56,107,300 ","783,243,780,000 ","20,200,407,446,050 "
245,04/06/2025,VIX,"14,050 ","14,100 ","14,100 ","14,350 ","14,000 ","14,074 ",50 ,0.36 ,"39,324,700 ","555,496,715,000 ","65,000 ","913,650,000 ","39,389,700 ","556,410,365,000 ","20,565,035,739,300 "
246,03/06/2025,VIX,"13,900 ","14,150 ","14,050 ","14,450 ","13,950 ","14,203 ",150 ,1.08 ,"65,402,200 ","928,636,730,000 ","1,400,000 ","18,436,000,000 ","66,802,200 ","947,072,730,000 ","20,492,110,080,650 "
247,02/06/2025,VIX,"13,650 ","13,600 ","13,900 ","13,900 ","13,500 ","13,741 ",250 ,1.83 ,"33,480,800 ","459,969,820,000 ",0 ,0 ,"33,480,800 ","459,969,820,000 ","20,273,333,104,700 "
248,30/05/2025,VIX,"13,900 ","13,900 ","13,650 ","14,100 ","13,500 ","13,791 ",(250),(1.80),"44,885,500 ","618,599,590,000 ","50,000 ","695,000,000 ","44,935,500 ","619,294,590,000 ","19,908,704,811,450 "
249,29/05/2025,VIX,"13,800 ","13,900 ","13,900 ","14,250 ","13,700 ","14,027 ",100 ,0.72 ,"55,360,700 ","776,217,630,000 ",0 ,0 ,"55,360,700 ","776,217,630,000 ","20,273,333,104,700 "
250,28/05/2025,VIX,"13,600 ","13,850 ","13,800 ","14,200 ","13,550 ","13,867 ",200 ,1.47 ,"74,828,200 ","1,038,524,505,000 ","2,320,000 ","30,063,000,000 ","77,148,200 ","1,068,587,505,000 ","20,127,481,787,400 "
251,27/05/2025,VIX,"13,550 ","13,650 ","13,600 ","13,850 ","13,450 ","13,656 ",50 ,0.37 ,"46,189,100 ","630,854,980,000 ","4,470,000 ","58,794,500,000 ","50,659,100 ","689,649,480,000 ","19,835,779,152,800 "
252,26/05/2025,VIX,"13,400 ","13,450 ","13,550 ","13,650 ","12,950 ","13,335 ",150 ,1.12 ,"54,036,500 ","721,013,405,000 ","2,350,000 ","30,580,000,000 ","56,386,500 ","751,593,405,000 ","19,762,853,494,150 "
253,23/05/2025,VIX,"13,550 ","13,800 ","13,400 ","13,850 ","13,300 ","13,521 ",(150),(1.11),"42,501,200 ","574,879,505,000 ","180,000 ","2,385,500,000 ","42,681,200 ","577,265,005,000 ","19,544,076,518,200 "
254,22/05/2025,VIX,"13,400 ","13,450 ","13,550 ","14,250 ","13,350 ","13,852 ",150 ,1.12 ,"105,880,300 ","1,465,174,235,000 ","100,000 ","1,400,000,000 ","105,980,300 ","1,466,574,235,000 ","19,762,853,494,150 "
255,21/05/2025,VIX,"13,300 ","13,450 ","13,400 ","13,600 ","13,250 ","13,429 ",100 ,0.75 ,"49,411,300 ","663,378,130,000 ","20,000 ","266,000,000 ","49,431,300 ","663,644,130,000 ","19,544,076,518,200 "
256,20/05/2025,VIX,"12,800 ","12,850 ","13,300 ","13,400 ","12,700 ","13,095 ",500 ,3.91 ,"64,797,400 ","848,445,635,000 ","172,000 ","2,244,600,000 ","64,969,400 ","850,690,235,000 ","19,398,225,200,900 "
257,19/05/2025,VIX,"13,050 ","12,950 ","12,800 ","13,150 ","12,800 ","12,965 ",(250),(1.92),"43,199,400 ","559,674,570,000 ","120,000 ","1,579,000,000 ","43,319,400 ","561,253,570,000 ","18,668,968,614,400 "
258,16/05/2025,VIX,"13,100 ","13,150 ","13,050 ","13,400 ","13,050 ","13,211 ",(50),(0.38),"67,956,900 ","897,479,260,000 ",0 ,0 ,"67,956,900 ","897,479,260,000 ","19,033,596,907,650 "
259,15/05/2025,VIX,"12,850 ","12,950 ","13,100 ","13,150 ","12,700 ","12,937 ",250 ,1.95 ,"47,917,400 ","620,364,075,000 ",0 ,0 ,"47,917,400 ","620,364,075,000 ","19,106,522,566,300 "
260,14/05/2025,VIX,"12,850 ","12,850 ","12,850 ","13,100 ","12,700 ","12,841 ",0 ,0.00 ,"37,213,600 ","478,219,310,000 ","5,980,000 ","76,544,000,000 ","43,193,600 ","554,763,310,000 ","18,741,894,273,050 "
261,13/05/2025,VIX,"12,600 ","12,900 ","12,850 ","13,250 ","12,700 ","12,973 ",250 ,1.98 ,"60,474,000 ","784,286,470,000 ","350,000 ","4,385,000,000 ","60,824,000 ","788,671,470,000 ","18,741,894,273,050 "
262,12/05/2025,VIX,"12,450 ","12,550 ","12,600 ","12,650 ","12,400 ","12,517 ",150 ,1.20 ,"29,467,400 ","368,719,190,000 ","2,300,000 ","29,900,000,000 ","31,767,400 ","398,619,190,000 ","18,377,265,979,800 "
263,09/05/2025,VIX,"12,400 ","12,500 ","12,450 ","12,800 ","12,400 ","12,605 ",50 ,0.40 ,"38,831,900 ","489,653,600,000 ",0 ,0 ,"38,831,900 ","489,653,600,000 ","18,158,489,003,850 "
264,08/05/2025,VIX,"12,150 ","12,250 ","12,400 ","12,500 ","12,200 ","12,352 ",250 ,2.06 ,"25,755,200 ","318,411,810,000 ",0 ,0 ,"25,755,200 ","318,411,810,000 ","18,085,563,345,200 "
265,07/05/2025,VIX,"12,300 ","12,250 ","12,150 ","12,400 ","12,100 ","12,234 ",(150),(1.22),"27,039,700 ","330,534,410,000 ","6,370,000 ","80,239,500,000 ","33,409,700 ","410,773,910,000 ","17,720,935,051,950 "
266,06/05/2025,VIX,"12,450 ","12,550 ","12,300 ","12,650 ","12,250 ","12,488 ",(150),(1.20),"30,955,400 ","386,396,515,000 ",0 ,0 ,"30,955,400 ","386,396,515,000 ","17,939,712,027,900 "
267,05/05/2025,VIX,"11,950 ","12,100 ","12,450 ","12,600 ","12,050 ","12,332 ",500 ,4.18 ,"33,787,000 ","416,459,435,000 ","6,350,000 ","79,360,000,000 ","40,137,000 ","495,819,435,000 ","18,158,489,003,850 "
268,29/04/2025,VIX,"12,050 ","12,050 ","11,950 ","12,150 ","11,950 ","12,040 ",(100),(0.83),"17,988,200 ","216,582,000,000 ","99,000 ","1,212,750,000 ","18,087,200 ","217,794,750,000 ","17,429,232,417,350 "
269,28/04/2025,VIX,"12,000 ","12,150 ","12,050 ","12,200 ","11,950 ","12,041 ",50 ,0.42 ,"18,906,700 ","227,665,000,000 ",0 ,0 ,"18,906,700 ","227,665,000,000 ","17,575,083,734,650 "
270,25/04/2025,VIX,"12,100 ","12,250 ","12,000 ","12,250 ","11,900 ","12,061 ",(100),(0.83),"24,851,100 ","299,722,000,000 ","99,000 ","1,212,750,000 ","24,950,100 ","300,934,750,000 ","17,502,158,076,000 "
271,24/04/2025,VIX,"12,250 ","12,400 ","12,100 ","12,400 ","11,850 ","12,103 ",(150),(1.22),"42,194,500 ","510,663,000,000 ",0 ,0 ,"42,194,500 ","510,663,000,000 ","17,648,009,393,300 "
272,23/04/2025,VIX,"12,200 ","12,650 ","12,250 ","12,700 ","12,250 ","12,388 ",50 ,0.41 ,"23,702,500 ","293,622,000,000 ","1,200,000 ","15,000,000,000 ","24,902,500 ","308,622,000,000 ","17,866,786,369,250 "
273,22/04/2025,VIX,"12,500 ","12,250 ","12,200 ","12,550 ","11,650 ","11,829 ",(300),(2.40),"109,293,200 ","1,292,828,000,000 ","12,785,000 ","164,344,500,000 ","122,078,200 ","1,457,172,500,000 ","17,793,860,710,600 "
274,21/04/2025,VIX,"12,700 ","12,950 ","12,500 ","13,050 ","12,300 ","12,573 ",(200),(1.57),"42,548,600 ","534,969,000,000 ","2,000,000 ","25,400,000,000 ","44,548,600 ","560,369,000,000 ","18,231,414,662,500 "
275,18/04/2025,VIX,"12,550 ","12,750 ","12,700 ","13,200 ","12,600 ","12,899 ",150 ,1.20 ,"90,243,800 ","1,164,011,000,000 ",0 ,0 ,"90,243,800 ","1,164,011,000,000 ","18,523,117,297,100 "
276,17/04/2025,VIX,"12,450 ","12,300 ","12,550 ","12,800 ","12,300 ","12,528 ",100 ,0.80 ,"37,149,800 ","465,402,000,000 ",0 ,0 ,"37,149,800 ","465,402,000,000 ","18,304,340,321,150 "
277,16/04/2025,VIX,"12,600 ","12,750 ","12,450 ","12,850 ","12,350 ","12,540 ",(150),(1.19),"30,521,000 ","382,730,000,000 ","100,000 ","1,257,500,000 ","30,621,000 ","383,987,500,000 ","18,158,489,003,850 "
278,15/04/2025,VIX,"12,700 ","12,700 ","12,600 ","13,100 ","12,250 ","12,665 ",(100),(0.79),"51,452,100 ","651,632,000,000 ","145,000 ","1,741,500,000 ","51,597,100 ","653,373,500,000 ","18,377,265,979,800 "
279,14/04/2025,VIX,"11,900 ","12,050 ","12,700 ","12,700 ","11,900 ","12,415 ",800 ,6.72 ,"61,248,500 ","760,414,000,000 ",0 ,0 ,"61,248,500 ","760,414,000,000 ","18,523,117,297,100 "
280,11/04/2025,VIX,"11,150 ","11,700 ","11,900 ","11,900 ","11,300 ","11,661 ",750 ,6.73 ,"71,997,000 ","839,569,000,000 ",0 ,0 ,"71,997,000 ","839,569,000,000 ","17,356,306,758,700 "
281,10/04/2025,VIX,"10,450 ","11,150 ","11,150 ","11,150 ","11,150 ","11,150 ",700 ,6.70 ,"1,233,300 ","13,751,000,000 ","5,243,000 ","54,789,350,000 ","6,476,300 ","68,540,350,000 ","16,262,421,878,950 "
282,09/04/2025,VIX,"11,200 ","10,450 ","10,450 ","11,050 ","10,450 ","10,525 ",(750),(6.70),"92,920,700 ","978,007,000,000 ",0 ,0 ,"92,920,700 ","978,007,000,000 ","15,241,462,657,850 "
283,08/04/2025,VIX,"12,000 ","11,600 ","11,200 ","11,800 ","11,200 ","11,283 ",(800),(6.67),"21,589,100 ","243,595,000,000 ","598,000 ","7,069,400,000 ","22,187,100 ","250,664,400,000 ","16,335,347,537,600 "
284,04/04/2025,VIX,"12,050 ","11,250 ","12,000 ","12,000 ","11,250 ","11,500 ",(50),(0.41),"77,554,400 ","891,867,000,000 ","1,448,000 ","18,244,800,000 ","79,002,400 ","910,111,800,000 ","17,502,158,076,000 "
285,03/04/2025,VIX,"12,950 ","12,450 ","12,050 ","12,600 ","12,050 ","12,256 ",(900),(6.95),"71,170,000 ","872,250,000,000 ","1,920,600 ","24,871,770,000 ","73,090,600 ","897,121,770,000 ","17,575,083,734,650 "
286,02/04/2025,VIX,"12,500 ","12,600 ","12,950 ","13,100 ","12,500 ","12,882 ",450 ,3.60 ,"62,087,700 ","799,810,000,000 ","5,718,000 ","69,271,300,000 ","67,805,700 ","869,081,300,000 ","18,887,745,590,350 "
287,01/04/2025,VIX,"12,250 ","12,350 ","12,500 ","12,600 ","12,300 ","12,467 ",250 ,2.04 ,"20,158,400 ","251,314,000,000 ","5,000,000 ","63,000,000,000 ","25,158,400 ","314,314,000,000 ","18,231,414,662,500 "
288,31/03/2025,VIX,"12,550 ","12,450 ","12,250 ","12,500 ","12,250 ","12,352 ",(300),(2.39),"27,401,500 ","338,462,000,000 ","8,000,000 ","101,200,000,000 ","35,401,500 ","439,662,000,000 ","17,866,786,369,250 "
289,28/03/2025,VIX,"12,550 ","12,550 ","12,550 ","12,700 ","12,400 ","12,568 ",0 ,0.00 ,"34,013,100 ","427,463,000,000 ","17,030,000 ","216,472,000,000 ","51,043,100 ","643,935,000,000 ","18,304,340,321,150 "
290,27/03/2025,VIX,"12,600 ","12,700 ","12,550 ","12,750 ","12,550 ","12,636 ",(50),(0.40),"25,071,200 ","316,795,000,000 ","50,000 ","587,500,000 ","25,121,200 ","317,382,500,000 ","18,304,340,321,150 "
291,26/03/2025,VIX,"12,450 ","12,450 ","12,600 ","12,800 ","12,400 ","12,653 ",150 ,1.20 ,"48,809,200 ","617,559,000,000 ","4,530,000 ","53,448,000,000 ","53,339,200 ","671,007,000,000 ","18,377,265,979,800 "
292,25/03/2025,VIX,"12,350 ","12,450 ","12,450 ","12,850 ","12,300 ","12,619 ",100 ,0.81 ,"58,779,300 ","741,731,000,000 ","970,000 ","11,834,000,000 ","59,749,300 ","753,565,000,000 ","18,158,489,003,850 "
293,24/03/2025,VIX,"12,250 ","12,250 ","12,350 ","12,350 ","12,100 ","12,251 ",100 ,0.82 ,"25,081,100 ","307,270,000,000 ",0 ,0 ,"25,081,100 ","307,270,000,000 ","18,012,637,686,550 "
294,21/03/2025,VIX,"12,300 ","12,200 ","12,250 ","12,450 ","12,200 ","12,323 ",(50),(0.41),"28,560,000 ","351,940,000,000 ","1,175,000 ","14,314,500,000 ","29,735,000 ","366,254,500,000 ","17,866,786,369,250 "
